1,,,2,2
2,,,4,2
3,,,5,2
4,,,6,2
5,,,17,2
6,,,18,2
7,,,2,3
8,,,4,3
9,,,5,3
10,,,6,3
11,,,17,3
12,,,18,3
13,,,2,4
14,,,4,4
15,,,5,4
16,,,6,4
17,,,17,4
18,,,18,4
19,,,1,5
20,,,2,5
21,,,3,5
22,,,4,5
23,,,5,5
24,,,6,5
25,,,7,5
26,,,8,5
27,,,17,5
28,,,18,5
29,,,2,6
30,,,4,6
31,,,5,6
32,,,6,6
33,,,17,6
34,,,18,6
